fecha,cierre
2026-06-01,15.6900
2026-06-02,16.1000
2026-06-03,16.2200
2026-06-04,16.4600
2026-06-05,16.0100
2026-06-08,16.0700
2026-06-09,16.1100
2026-06-10,15.9600
2026-06-11,16.4600
2026-06-12,16.9800
2026-06-15,16.8300
2026-06-16,16.7900
2026-06-17,16.9200
2026-06-18,16.7500
2026-06-19,16.7700
2026-06-22,16.6400
2026-06-23,16.4900
2026-06-24,15.8800
2026-06-25,15.7800
2026-06-26,15.6300
2026-06-29,15.1500
2026-06-30,15.3300
2026-07-01,15.3000
2026-07-02,15.7900
2026-07-03,16.3000
2026-07-06,16.4300
2026-07-07,16.2400
2026-07-08,15.4300
2026-07-09,15.5200
2026-07-10,16.0000
2026-07-13,16.3700
2026-07-14,16.4800
2026-07-15,16.2200
2026-07-16,16.4100
2026-07-17,16.3400
2026-07-20,16.2600
2026-07-21,16.5100
2026-07-22,16.6300
2026-07-23,16.4500
2026-07-24,18.2100
2026-07-27,18.0500
2026-07-28,18.0600
2026-07-29,17.3600
2026-07-30,17.4400
2026-07-31,17.3800
2026-08-03,18.0400
2026-08-04,18.2300
2026-08-05,18.4800
2026-08-06,18.2200
2026-08-07,17.9700
2026-08-10,18.0300
2026-08-11,18.2900
2026-08-12,18.1400
2026-08-13,18.2700
2026-08-14,18.0900
2026-08-17,18.0400
2026-08-18,17.5000
2026-08-19,17.4900
2026-08-20,17.0100
2026-08-21,17.1500
2026-08-24,17.1800
2026-08-25,17.2500
2026-08-26,17.8000
