fecha,cierre
2026-06-01,11.2100
2026-06-02,11.1100
2026-06-03,11.1500
2026-06-04,11.0400
2026-06-05,10.9700
2026-06-08,11.0700
2026-06-09,11.1400
2026-06-10,11.2000
2026-06-11,11.1600
2026-06-12,11.5800
2026-06-15,11.8200
2026-06-16,11.8500
2026-06-17,11.9300
2026-06-18,12.2400
2026-06-19,12.4400
2026-06-22,12.3400
2026-06-23,12.1400
2026-06-24,12.1800
2026-06-25,12.3800
2026-06-26,12.2700
2026-06-29,12.1400
2026-06-30,12.1500
2026-07-01,11.9400
2026-07-02,11.9500
2026-07-03,12.0000
2026-07-06,11.6800
2026-07-07,11.8200
2026-07-08,11.2100
2026-07-09,11.1600
2026-07-10,11.1600
2026-07-13,11.0700
2026-07-14,10.8000
2026-07-15,10.7400
2026-07-16,10.7600
2026-07-17,10.5900
2026-07-20,10.5800
2026-07-21,10.5900
2026-07-22,10.3600
2026-07-23,10.1600
2026-07-24,10.4400
2026-07-27,10.5400
2026-07-28,10.5500
2026-07-29,10.4700
2026-07-30,10.6600
2026-07-31,10.3700
2026-08-03,10.4000
2026-08-04,10.4400
2026-08-05,10.4100
2026-08-06,10.3000
2026-08-07,10.1700
2026-08-10,10.0000
2026-08-11,10.0700
2026-08-12,10.3000
2026-08-13,10.2500
