fecha,cierre
2026-06-01,22.7200
2026-06-02,23.1800
2026-06-03,22.8800
2026-06-04,22.5800
2026-06-05,22.4800
2026-06-08,22.1800
2026-06-09,22.0200
2026-06-10,21.6600
2026-06-11,21.4200
2026-06-12,24.2200
2026-06-15,23.1200
2026-06-16,22.4600
2026-06-17,23.2200
2026-06-18,22.7200
2026-06-19,23.4800
2026-06-22,24.1000
2026-06-23,23.6400
2026-06-24,23.5000
2026-06-25,23.1400
2026-06-26,23.2400
2026-06-29,23.1200
2026-06-30,23.1400
2026-07-01,22.5200
2026-07-02,22.7600
2026-07-03,23.1600
2026-07-06,22.7200
2026-07-07,22.4400
2026-07-08,21.8600
2026-07-09,21.9800
2026-07-10,22.1000
2026-07-13,21.9600
2026-07-14,21.7800
2026-07-15,21.7000
2026-07-16,21.6000
2026-07-17,21.3400
2026-07-20,21.3400
2026-07-21,21.8400
2026-07-22,21.9800
2026-07-23,21.5000
2026-07-24,21.6800
2026-07-27,21.3600
2026-07-28,21.0600
2026-07-29,21.7200
2026-07-30,22.5200
2026-07-31,21.7000
2026-08-03,21.3400
2026-08-04,20.7600
2026-08-05,20.1400
2026-08-06,20.7400
2026-08-07,20.8600
2026-08-10,20.6400
2026-08-11,21.1000
2026-08-12,21.2600
2026-08-13,21.1200
2026-08-14,21.1400
2026-08-17,21.1400
2026-08-18,20.9600
2026-08-19,20.8200
2026-08-20,20.8600
2026-08-21,20.8600
2026-08-24,20.9000
2026-08-25,21.3600
2026-08-26,21.4400
