fecha,cierre
2026-06-01,11.8000
2026-06-02,11.9000
2026-06-03,11.9500
2026-06-04,12.0000
2026-06-05,12.1000
2026-06-08,12.4000
2026-06-09,12.5000
2026-06-10,12.6500
2026-06-11,12.7000
2026-06-12,12.5500
2026-06-15,13.2500
2026-06-16,13.2500
2026-06-17,13.1000
2026-06-18,13.1000
2026-06-19,13.3000
2026-06-22,13.7500
2026-06-23,13.8500
2026-06-24,13.7500
2026-06-25,13.7500
2026-06-26,13.7000
2026-06-29,13.7000
2026-06-30,13.8000
2026-07-01,13.9500
2026-07-02,14.1500
2026-07-03,14.6000
2026-07-06,14.7500
2026-07-07,14.5000
2026-07-08,14.4500
2026-07-09,14.2000
2026-07-10,14.2500
2026-07-13,14.2500
2026-07-14,14.0500
2026-07-15,14.0000
2026-07-16,14.3500
2026-07-17,14.0000
2026-07-20,14.0000
2026-07-21,14.2000
2026-07-22,12.1000
2026-07-23,11.6500
2026-07-24,11.4000
2026-07-27,11.1000
2026-07-28,10.8000
2026-07-29,10.7000
2026-07-30,10.6500
2026-07-31,10.6000
2026-08-03,10.3000
2026-08-04,10.1000
2026-08-05,10.2500
2026-08-06,10.1000
2026-08-07,10.1000
2026-08-10,10.1500
2026-08-11,10.1000
2026-08-12,10.1000
2026-08-13,10.1000
2026-08-14,10.0500
2026-08-17,10.0500
