fecha,cierre
2026-06-01,19.3700
2026-06-02,19.5600
2026-06-03,19.5000
2026-06-04,19.5600
2026-06-05,19.8500
2026-06-08,19.7700
2026-06-09,19.9500
2026-06-10,20.0600
2026-06-11,20.3400
2026-06-12,20.3200
2026-06-15,20.4900
2026-06-16,20.5800
2026-06-17,20.7000
2026-06-18,20.8400
2026-06-19,20.8300
2026-06-22,21.1900
2026-06-23,21.1800
2026-06-24,21.1500
2026-06-25,21.4600
2026-06-26,21.6900
2026-06-29,21.8200
2026-06-30,21.8400
2026-07-01,21.4300
2026-07-02,21.4800
2026-07-03,21.7600
2026-07-06,20.9300
2026-07-07,21.0200
2026-07-08,21.0200
2026-07-09,21.0600
2026-07-10,20.9000
2026-07-13,21.1400
2026-07-14,21.2400
2026-07-15,21.1500
2026-07-16,20.9700
2026-07-17,21.2500
2026-07-20,21.2800
2026-07-21,21.3200
2026-07-22,21.2700
2026-07-23,21.0600
2026-07-24,21.2100
2026-07-27,21.2300
2026-07-28,20.9000
2026-07-29,20.6100
2026-07-30,20.5200
2026-07-31,20.6500
2026-08-03,20.6500
2026-08-04,20.5700
2026-08-05,20.5800
2026-08-06,20.7200
2026-08-07,20.7000
2026-08-10,20.5600
2026-08-11,20.5900
2026-08-12,20.6000
2026-08-13,20.3000
2026-08-14,20.2000
2026-08-17,20.1400
2026-08-18,20.2200
2026-08-19,20.0400
2026-08-20,20.1100
2026-08-21,20.0500
2026-08-24,20.0300
2026-08-25,20.1300
2026-08-26,20.1600
2026-08-27,20.0600
2026-08-28,20.2800
2026-08-31,20.0800
2026-09-01,19.8900
2026-09-02,19.6700
2026-09-03,19.7500
