fecha,cierre
2026-06-01,28.7200
2026-06-02,28.7200
2026-06-03,29.0400
2026-06-04,28.6200
2026-06-05,28.9400
2026-06-08,28.8600
2026-06-09,29.1800
2026-06-10,29.4000
2026-06-11,29.5600
2026-06-12,29.4400
2026-06-15,29.0200
2026-06-16,28.6000
2026-06-17,28.8000
2026-06-18,28.6200
2026-06-19,28.5400
2026-06-22,28.5800
2026-06-23,28.0400
2026-06-24,27.5400
2026-06-25,27.8000
2026-06-26,27.9200
2026-06-29,27.7200
2026-06-30,27.4600
2026-07-01,27.2600
2026-07-02,27.6000
2026-07-03,27.6600
2026-07-06,27.2200
2026-07-07,27.4600
2026-07-08,27.8000
2026-07-09,28.2400
2026-07-10,28.0400
2026-07-13,28.6400
2026-07-14,29.0000
2026-07-15,28.7400
2026-07-16,28.6600
2026-07-17,28.8400
2026-07-20,28.7600
2026-07-21,28.5000
2026-07-22,29.4800
2026-07-23,29.7600
2026-07-24,30.0400
2026-07-27,29.7600
2026-07-28,29.5200
2026-07-29,29.3000
2026-07-30,28.9400
2026-07-31,28.9600
2026-08-03,28.7400
2026-08-04,28.3800
2026-08-05,28.6600
2026-08-06,28.7800
2026-08-07,28.7200
2026-08-10,28.6200
2026-08-11,28.9400
2026-08-12,28.9400
2026-08-13,29.0400
2026-08-14,29.0400
2026-08-17,28.9000
2026-08-18,29.6000
2026-08-19,29.6000
2026-08-20,29.5600
2026-08-21,29.4400
2026-08-24,29.6000
2026-08-25,29.9800
