fecha,cierre
2026-06-01,22.6300
2026-06-02,22.7000
2026-06-03,23.3200
2026-06-04,22.9100
2026-06-05,23.0800
2026-06-08,23.0500
2026-06-09,22.6900
2026-06-10,23.1600
2026-06-11,23.8900
2026-06-12,22.7200
2026-06-15,21.6600
2026-06-16,21.7700
2026-06-17,21.8200
2026-06-18,21.2700
2026-06-19,21.5500
2026-06-22,21.6300
2026-06-23,21.8100
2026-06-24,21.0200
2026-06-25,21.4400
2026-06-26,21.2400
2026-06-29,21.5700
2026-06-30,22.0100
2026-07-01,22.1000
2026-07-02,22.4700
2026-07-03,22.3300
2026-07-06,21.9500
2026-07-07,22.0300
2026-07-08,23.1600
2026-07-09,23.2300
2026-07-10,23.1200
2026-07-13,24.0600
2026-07-14,24.3600
2026-07-15,23.8600
2026-07-16,24.1500
2026-07-17,24.5000
2026-07-20,24.8500
2026-07-21,24.9000
2026-07-22,25.4800
2026-07-23,26.4100
2026-07-24,25.8200
2026-07-27,25.5400
2026-07-28,25.2900
2026-07-29,26.2800
2026-07-30,26.5000
2026-07-31,26.3800
2026-08-03,26.0400
2026-08-04,25.7400
2026-08-05,25.3500
2026-08-06,25.4600
2026-08-07,25.2800
2026-08-10,25.7400
2026-08-11,26.4200
2026-08-12,26.1200
2026-08-13,26.4900
2026-08-14,26.7900
2026-08-17,27.0600
2026-08-18,27.4800
2026-08-19,27.4100
2026-08-20,28.1400
2026-08-21,27.9900
2026-08-24,27.0900
2026-08-25,26.9200
2026-08-26,26.8900
2026-08-27,26.3700
2026-08-28,26.6000
2026-08-31,27.2500
2026-09-01,27.9900
2026-09-02,28.0500
2026-09-03,28.3400
2026-09-04,27.7400
2026-09-07,28.1700
2026-09-08,28.3300
2026-09-09,28.8100
