fecha,cierre
2026-06-01,40.6500
2026-06-02,40.2000
2026-06-03,39.7500
2026-06-04,39.2500
2026-06-05,38.8500
2026-06-08,38.4000
2026-06-09,36.7500
2026-06-10,36.8500
2026-06-11,38.3500
2026-06-12,38.7000
2026-06-15,38.7000
2026-06-16,38.2500
2026-06-17,38.3500
2026-06-18,38.0500
2026-06-19,36.7000
2026-06-22,37.6000
2026-06-23,37.3000
2026-06-24,37.5000
2026-06-25,39.2000
2026-06-26,38.3000
2026-06-29,38.9500
2026-06-30,39.7500
2026-07-01,38.5500
2026-07-02,39.0000
2026-07-03,39.7500
2026-07-06,39.8500
2026-07-07,38.6500
2026-07-08,37.9000
2026-07-09,37.9500
2026-07-10,37.5500
2026-07-13,36.7000
2026-07-14,36.9500
2026-07-15,37.2000
2026-07-16,36.9000
2026-07-17,37.0500
2026-07-20,36.4000
2026-07-21,37.7500
2026-07-22,38.0000
2026-07-23,37.0500
2026-07-24,37.1000
2026-07-27,35.7000
2026-07-28,33.0500
2026-07-29,34.1000
2026-07-30,35.1500
2026-07-31,34.2000
2026-08-03,33.6500
2026-08-04,33.7000
2026-08-05,33.6500
2026-08-06,33.5000
2026-08-07,33.0500
2026-08-10,32.7500
2026-08-11,32.7000
