fecha,cierre
2026-06-01,11.5600
2026-06-02,11.6900
2026-06-03,11.5000
2026-06-04,11.5400
2026-06-05,11.4900
2026-06-08,11.3700
2026-06-09,11.3800
2026-06-10,11.3300
2026-06-11,11.4800
2026-06-12,11.8900
2026-06-15,12.1000
2026-06-16,12.3100
2026-06-17,12.6400
2026-06-18,12.5700
2026-06-19,12.6500
2026-06-22,12.7200
2026-06-23,12.6000
2026-06-24,12.3700
2026-06-25,12.3800
2026-06-26,12.3100
2026-06-29,12.2200
2026-06-30,12.3900
2026-07-01,12.5000
2026-07-02,12.6200
2026-07-03,12.6500
2026-07-06,12.7400
2026-07-07,12.6800
2026-07-08,12.2900
2026-07-09,12.5500
2026-07-10,12.5300
2026-07-13,12.4100
2026-07-14,12.5000
2026-07-15,12.3400
2026-07-16,12.4800
2026-07-17,12.4700
2026-07-20,12.5000
2026-07-21,12.9100
2026-07-22,13.0800
2026-07-23,12.9100
2026-07-24,13.3000
2026-07-27,13.2900
2026-07-28,13.2000
2026-07-29,12.2600
2026-07-30,12.4800
2026-07-31,12.5700
2026-08-03,12.5300
2026-08-04,12.6300
2026-08-05,12.7600
2026-08-06,12.8800
2026-08-07,12.8200
2026-08-10,12.9400
2026-08-11,12.9500
2026-08-12,12.8400
2026-08-13,12.9000
2026-08-14,12.9700
2026-08-17,12.9700
2026-08-18,12.9600
2026-08-19,12.7000
2026-08-20,12.9100
2026-08-21,12.9800
2026-08-24,13.2700
2026-08-25,13.2100
2026-08-26,13.2100
2026-08-27,13.1000
2026-08-28,13.1500
2026-08-31,13.1600
2026-09-01,13.0800
