fecha,cierre
2026-06-01,35.7000
2026-06-02,35.9300
2026-06-03,36.3500
2026-06-04,36.2700
2026-06-05,36.7500
2026-06-08,36.4100
2026-06-09,36.8500
2026-06-10,37.2800
2026-06-11,38.0200
2026-06-12,38.2100
2026-06-15,37.6900
2026-06-16,37.6900
2026-06-17,37.7000
2026-06-18,37.8700
2026-06-19,38.0300
2026-06-22,38.3300
2026-06-23,38.6800
2026-06-24,38.7700
2026-06-25,39.4700
2026-06-26,39.6200
2026-06-29,39.8000
2026-06-30,39.8800
2026-07-01,38.7400
2026-07-02,39.6100
2026-07-03,40.1000
2026-07-06,38.9500
2026-07-07,39.1500
2026-07-08,38.1700
2026-07-09,38.8300
2026-07-10,38.9900
2026-07-13,39.1100
2026-07-14,39.5400
2026-07-15,39.8400
2026-07-16,39.5400
2026-07-17,40.2700
2026-07-20,40.4200
2026-07-21,40.4500
2026-07-22,41.1200
2026-07-23,40.8600
2026-07-24,41.1600
2026-07-27,40.9000
2026-07-28,40.2500
2026-07-29,41.5800
2026-07-30,41.7000
2026-07-31,42.3600
2026-08-03,42.1900
2026-08-04,41.5800
2026-08-05,41.6400
2026-08-06,42.4700
2026-08-07,42.2400
2026-08-10,41.7100
2026-08-11,41.4600
2026-08-12,41.5700
2026-08-13,41.3500
2026-08-14,41.3200
2026-08-17,41.3100
2026-08-18,41.3500
2026-08-19,41.2800
2026-08-20,41.4900
2026-08-21,41.2300
2026-08-24,41.9200
2026-08-25,42.0600
